settlement_id,payment_id,gross_amount,fee,tax,refund_amount,settlement_amount,currency,settlement_date,utr,status
setl_000000482,pay_000000482,3499.62,69.99,12.60,0.00,3417.03,INR,2026-08-29,SBIN7038046278,processed
setl_000000483,pay_000000483,1999.09,39.98,7.20,0.00,1951.91,INR,2026-08-25,ICICI2889350539,processed
setl_000000484,pay_000000484,3499.92,70.00,12.60,0.00,3417.32,INR,2026-08-18,ICICI6284297249,processed
setl_000000485,pay_000000485,499.31,9.99,1.80,0.00,487.52,INR,2026-08-17,KKBK8874242713,processed
setl_000000486,pay_000000486,499.21,9.98,1.80,0.00,487.43,INR,2026-08-21,KKBK3457877922,processed
setl_000000487,pay_000000487,2000.10,40.00,7.20,0.00,1952.90,INR,2026-08-20,KKBK3738568701,processed
setl_000000488,pay_000000488,12000.33,240.01,43.20,0.00,11717.12,INR,2026-08-19,ICICI4296344958,processed
setl_000000489,pay_000000489,4999.16,99.98,18.00,0.00,4881.18,INR,2026-08-18,HDFC6282009986,processed
setl_000000490,pay_000000490,7500.78,150.02,27.00,0.00,7323.76,INR,2026-08-26,KKBK1413599241,processed
setl_000000491,pay_000000491,499.89,10.00,1.80,0.00,488.09,INR,2026-08-25,ICICI7101791420,processed
setl_000000492,pay_000000492,4999.17,99.98,18.00,0.00,4881.19,INR,2026-08-21,SBIN3474420092,processed
setl_000000493,pay_000000493,1999.00,39.98,7.20,0.00,1951.82,INR,2026-08-28,HDFC7050091525,processed
setl_000000494,pay_000000494,3499.13,69.98,12.60,0.00,3416.55,INR,2026-08-19,ICICI6651754819,processed
setl_000000495,pay_000000495,1999.52,39.99,7.20,0.00,1952.33,INR,2026-08-25,KKBK8218146534,processed
setl_000000496,pay_000000496,2000.73,40.01,7.20,0.00,1953.52,INR,2026-08-22,KKBK7372701375,processed
setl_000000497,pay_000000497,7500.89,150.02,27.00,0.00,7323.87,INR,2026-08-19,HDFC4211837506,processed
setl_000000498,pay_000000498,4999.81,100.00,18.00,0.00,4881.81,INR,2026-08-17,KKBK1223565082,processed
setl_000000499,pay_000000499,899.33,17.99,3.24,0.00,878.10,INR,2026-08-20,KKBK2869931869,processed
setl_000000500,pay_000000500,499.99,10.00,1.80,0.00,488.19,INR,2026-08-30,SBIN7532669066,processed
setl_000000501,pay_000000501,1999.04,39.98,7.20,0.00,1951.86,INR,2026-08-29,ICICI7520418699,processed
setl_000000502,pay_000000502,499.20,9.98,1.80,0.00,487.42,INR,2026-08-18,HDFC2545071541,processed
setl_000000503,pay_000000503,899.11,17.98,3.24,0.00,877.89,INR,2026-08-25,SBIN9655933303,processed
setl_000000504,pay_000000504,7500.51,150.01,27.00,0.00,7323.50,INR,2026-08-26,AXIS5136298935,processed
setl_000000505,pay_000000505,12000.37,240.01,43.20,0.00,11717.16,INR,2026-08-22,HDFC3399300652,processed
setl_000000506,pay_000000506,7500.75,150.02,27.00,0.00,7323.73,INR,2026-08-30,KKBK8626138802,processed
setl_000000507,pay_000000507,1999.40,39.99,7.20,0.00,1952.21,INR,2026-08-23,SBIN5270048042,processed
setl_000000508,pay_000000508,899.51,17.99,3.24,0.00,878.28,INR,2026-08-27,AXIS6361225622,processed
setl_000000509,pay_000000509,1250.95,25.02,4.50,0.00,1221.43,INR,2026-08-27,AXIS7759044245,processed
setl_000000510,pay_000000510,1999.29,39.99,7.20,0.00,1952.10,INR,2026-08-20,ICICI9043367776,processed
setl_000000511,pay_000000511,7500.78,150.02,27.00,0.00,7323.76,INR,2026-08-17,HDFC9927036153,processed
setl_000000512,pay_000000512,7500.23,150.00,27.00,0.00,7323.23,INR,2026-08-29,AXIS9026301048,processed
setl_000000513,pay_000000513,12000.54,240.01,43.20,0.00,11717.33,INR,2026-08-24,KKBK1550812184,processed
setl_000000514,pay_000000514,3499.88,70.00,12.60,0.00,3417.28,INR,2026-08-17,ICICI7520641417,processed
setl_000000515,pay_000000515,2000.23,40.00,7.20,0.00,1953.03,INR,2026-08-25,HDFC6692705133,processed
setl_000000516,pay_000000516,1250.63,25.01,4.50,0.00,1221.12,INR,2026-08-23,KKBK6768555384,processed
setl_000000517,pay_000000517,1250.73,25.01,4.50,0.00,1221.22,INR,2026-08-19,SBIN6495967005,processed
setl_000000518,pay_000000518,12000.55,240.01,43.20,0.00,11717.34,INR,2026-08-30,AXIS4453529865,processed
setl_000000519,pay_000000519,4999.63,99.99,18.00,0.00,4881.64,INR,2026-08-19,ICICI1041842844,processed
setl_000000520,pay_000000520,899.88,18.00,3.24,0.00,878.64,INR,2026-08-19,AXIS5499877198,processed
setl_000000521,pay_000000521,3499.46,69.99,12.60,0.00,3416.87,INR,2026-08-25,HDFC6732306182,processed
setl_000000522,pay_000000522,1999.73,39.99,7.20,0.00,1952.54,INR,2026-08-26,SBIN5815678365,processed
setl_000000523,pay_000000523,12000.62,240.01,43.20,0.00,11717.41,INR,2026-08-29,AXIS6820149016,processed
setl_000000524,pay_000000524,4999.09,99.98,18.00,0.00,4881.11,INR,2026-08-18,SBIN6744039057,processed
setl_000000525,pay_000000525,4999.34,99.99,18.00,0.00,4881.35,INR,2026-08-24,AXIS8346255879,processed
setl_000000526,pay_000000526,1250.93,25.02,4.50,0.00,1221.41,INR,2026-08-20,ICICI4668811953,processed
setl_000000527,pay_000000527,899.60,17.99,3.24,0.00,878.37,INR,2026-08-25,SBIN1442421654,processed
setl_000000528,pay_000000528,1250.10,25.00,4.50,0.00,1220.60,INR,2026-08-27,HDFC5741336386,processed
setl_000000529,pay_000000529,12000.21,240.00,43.20,0.00,11717.01,INR,2026-08-17,AXIS1542934161,processed
setl_000000530,pay_000000530,7500.69,150.01,27.00,0.00,7323.68,INR,2026-08-21,AXIS9006854740,processed
setl_000000531,pay_000000531,4999.67,99.99,18.00,0.00,4881.68,INR,2026-08-27,KKBK7861571879,processed
setl_000000532,pay_000000532,899.56,17.99,3.24,0.00,878.33,INR,2026-08-21,SBIN3317856944,processed
setl_000000533,pay_000000533,2000.60,40.01,7.20,0.00,1953.39,INR,2026-08-25,HDFC5880373288,processed
setl_000000534,pay_000000534,4999.37,99.99,18.00,100.00,4781.38,INR,2026-08-26,SBIN2286817379,processed
setl_000000535,pay_000000535,1999.20,39.98,7.20,0.00,1952.02,INR,2026-08-28,KKBK7172324849,processed
setl_000000536,pay_000000536,2000.83,40.02,7.20,0.00,1953.61,INR,2026-08-28,HDFC8235474949,processed
setl_000000537,pay_000000537,2000.14,40.00,7.20,0.00,1952.94,INR,2026-08-27,HDFC1783432867,processed
setl_000000538,pay_000000538,3499.02,69.98,12.60,0.00,3416.44,INR,2026-08-19,KKBK3113106808,processed
setl_000000539,pay_000000539,1250.91,25.02,4.50,0.00,1221.39,INR,2026-08-24,HDFC6506640008,processed
setl_000000540,pay_000000540,4999.39,99.99,18.00,0.00,4881.40,INR,2026-08-29,SBIN6227783030,processed
setl_000000541,pay_000000541,1250.07,25.00,4.50,0.00,1220.57,INR,2026-08-21,HDFC2418407139,processed
setl_000000542,pay_000000542,499.15,9.98,1.80,0.00,487.37,INR,2026-08-29,AXIS8805032417,processed
setl_000000543,pay_000000543,899.66,17.99,3.24,0.00,878.43,INR,2026-08-27,HDFC6150438341,processed
setl_000000544,pay_000000544,1250.80,25.02,4.50,0.00,1221.28,INR,2026-08-28,AXIS9315981171,processed
setl_000000545,pay_000000545,499.85,10.00,1.80,0.00,488.05,INR,2026-08-20,AXIS6148478789,processed
setl_000000546,pay_000000546,899.50,17.99,3.24,0.00,878.27,INR,2026-08-29,ICICI8706848089,processed
setl_000000547,pay_000000547,899.31,17.99,3.24,0.00,878.08,INR,2026-08-19,SBIN5960652625,processed
setl_000000548,pay_000000548,1250.89,25.02,4.50,250.00,971.37,INR,2026-08-25,HDFC5551699520,processed
setl_000000549,pay_000000549,7500.93,150.02,27.00,0.00,7323.91,INR,2026-08-20,KKBK8544958420,processed
setl_000000550,pay_000000550,7500.71,150.01,27.00,0.00,7323.70,INR,2026-08-21,ICICI5464569299,processed
setl_000000551,pay_000000551,3499.93,70.00,12.60,0.00,3417.33,INR,2026-08-24,ICICI7629799769,processed
setl_000000552,pay_000000552,2000.69,40.01,7.20,0.00,1953.48,INR,2026-08-22,ICICI7225057758,processed
setl_000000553,pay_000000553,3499.92,70.00,12.60,0.00,3417.32,INR,2026-08-18,HDFC3663727197,processed
setl_000000554,pay_000000554,4999.82,100.00,18.00,0.00,4881.82,INR,2026-08-22,SBIN6510997463,processed
setl_000000555,pay_000000555,899.62,17.99,3.24,0.00,878.39,INR,2026-08-20,ICICI1134319747,processed
setl_000000556,pay_000000556,499.46,9.99,1.80,0.00,487.67,INR,2026-08-20,KKBK7830290429,processed
setl_000000557,pay_000000557,899.59,17.99,3.24,0.00,878.36,INR,2026-08-29,ICICI8111389362,processed
setl_000000558,pay_000000558,499.78,10.00,1.80,0.00,487.98,INR,2026-08-21,SBIN8825544304,processed
setl_000000559,pay_000000559,12000.12,240.00,43.20,0.00,11716.92,INR,2026-08-18,HDFC5057041081,processed
setl_000000560,pay_000000560,1250.71,25.01,4.50,0.00,1221.20,INR,2026-08-28,KKBK3821263164,processed
setl_000000561,pay_000000561,899.21,17.98,3.24,0.00,877.99,INR,2026-08-29,KKBK8152161448,processed
setl_000000562,pay_000000562,3499.40,69.99,12.60,0.00,3416.81,INR,2026-08-25,ICICI7871585740,processed
setl_000000563,pay_000000563,4999.98,100.00,18.00,0.00,4881.98,INR,2026-08-25,SBIN3343446878,processed
setl_000000564,pay_000000564,499.36,9.99,1.80,0.00,487.57,INR,2026-08-26,SBIN9590774810,processed
setl_000000565,pay_000000565,1999.27,39.99,7.20,0.00,1952.08,INR,2026-08-30,AXIS5323180209,processed
setl_000000565_b,pay_000000565,1999.27,39.99,7.20,0.00,1952.08,INR,2026-08-30,AXIS5323180209B,processed
setl_000000566,pay_000000566,499.58,9.99,1.80,0.00,487.79,INR,2026-08-22,KKBK1664494972,processed
setl_000000567,pay_000000567,2000.11,40.00,7.20,0.00,1952.91,INR,2026-08-26,ICICI6295669542,processed
setl_000000568,pay_000000568,1250.62,25.01,4.50,0.00,1221.11,INR,2026-08-30,AXIS8700464894,processed
setl_000000569,pay_000000569,4999.10,99.98,18.00,0.00,4881.12,INR,2026-08-29,AXIS9750444358,processed
setl_000000570,pay_000000570,1999.95,40.00,7.20,0.00,1952.75,INR,2026-08-27,SBIN4727306207,processed
setl_000000571,pay_000000571,12000.05,240.00,43.20,0.00,11716.85,INR,2026-08-22,SBIN5527445083,processed
setl_000000572,pay_000000572,4999.57,99.99,18.00,0.00,4881.58,INR,2026-08-29,ICICI1657978181,processed
setl_000000573,pay_000000573,1250.16,25.00,4.50,0.00,1220.66,INR,2026-08-22,AXIS8672393427,processed
setl_000000574,pay_000000574,12000.55,240.01,43.20,0.00,11717.34,INR,2026-08-29,AXIS5660378755,processed
setl_000000575,pay_000000575,1999.71,39.99,7.20,0.00,1952.52,INR,2026-08-26,ICICI7390314766,processed
setl_000000576,pay_000000576,4999.54,99.99,18.00,0.00,4881.55,INR,2026-08-22,SBIN1384806111,processed
setl_000000577,pay_000000577,1250.44,25.01,4.50,0.00,1220.93,INR,2026-08-26,HDFC8600723288,processed
setl_000000578,pay_000000578,899.14,17.98,3.24,0.00,877.92,INR,2026-08-28,ICICI2605548088,processed
setl_000000579,pay_000000579,899.39,17.99,3.24,0.00,878.16,INR,2026-08-24,AXIS5353951329,processed
setl_000000580,pay_000000580,12000.66,240.01,43.20,0.00,11717.45,INR,2026-08-29,KKBK1909997553,processed
setl_000000581,pay_000000581,4999.74,99.99,18.00,0.00,4881.75,INR,2026-08-27,ICICI3870157362,processed
setl_000000582,pay_000000582,7500.83,150.02,27.00,0.00,7323.81,INR,2026-08-17,AXIS2165144965,processed
setl_000000583,pay_000000583,499.37,9.99,1.80,0.00,487.58,INR,2026-08-30,AXIS4712064103,processed
setl_000000584,pay_000000584,12000.11,240.00,43.20,0.00,11716.91,INR,2026-08-19,KKBK6649840375,processed
setl_000000585,pay_000000585,7500.50,150.01,27.00,0.00,7323.49,INR,2026-08-28,KKBK6604621025,processed
setl_000000586,pay_000000586,1999.64,39.99,7.20,0.00,1952.45,INR,2026-08-21,AXIS7980313867,processed
setl_000000587,pay_000000587,1999.19,39.98,7.20,0.00,1952.01,INR,2026-08-22,HDFC9371391276,processed
setl_000000588,pay_000000588,4999.30,99.99,18.00,0.00,4881.31,INR,2026-08-26,SBIN3948595172,processed
setl_000000589,pay_000000589,1250.74,25.01,4.50,0.00,1221.23,INR,2026-08-25,AXIS1565956995,processed
setl_000000590,pay_000000590,4999.98,100.00,18.00,0.00,4881.98,INR,2026-08-19,KKBK4906542112,processed
setl_000000591,pay_000000591,1250.40,25.01,4.50,0.00,1220.89,INR,2026-08-30,KKBK4089973470,processed
setl_000000592,pay_000000592,2000.56,40.01,7.20,0.00,1953.35,INR,2026-08-28,SBIN9423273485,processed
setl_000000593,pay_000000593,1250.03,25.00,4.50,0.00,1220.53,INR,2026-08-29,ICICI1458579821,processed
setl_000000594,pay_000000594,499.45,9.99,1.80,0.00,487.66,INR,2026-08-18,KKBK1997216402,processed
setl_000000595,pay_000000595,7500.17,150.00,27.00,0.00,7323.17,INR,2026-08-19,AXIS6959096557,processed
setl_000000596,pay_000000596,4999.28,99.99,18.00,0.00,4881.29,INR,2026-08-28,HDFC9269680715,processed
setl_000000597,pay_000000597,4999.99,100.00,18.00,0.00,4881.99,INR,2026-08-17,SBIN6354895816,processed
setl_000000598,pay_000000598,12000.13,240.00,43.20,0.00,11716.93,INR,2026-08-24,SBIN4379795093,processed
setl_000000599,pay_000000599,12000.49,240.01,43.20,0.00,11717.28,INR,2026-08-25,ICICI4157531471,processed
setl_000000600,pay_000000600,2000.59,40.01,7.20,0.00,1953.38,INR,2026-08-19,SBIN9093425963,processed
setl_000000601,pay_000000601,899.92,18.00,3.24,0.00,878.68,INR,2026-08-25,ICICI8069952132,processed
setl_000000602,pay_000000602,1250.58,25.01,4.50,0.00,1221.07,INR,2026-08-26,AXIS2936540028,processed
setl_000000603,pay_000000603,899.11,17.98,3.24,0.00,877.89,INR,2026-08-18,AXIS4420882289,processed
setl_000000604,pay_000000604,12000.48,240.01,43.20,0.00,11717.27,INR,2026-08-17,SBIN5981731142,processed
setl_000000605,pay_000000605,499.53,9.99,1.80,0.00,487.74,INR,2026-08-21,ICICI1621083944,processed
setl_000000606,pay_000000606,2000.01,40.00,7.20,0.00,1952.81,INR,2026-08-24,ICICI1871241447,processed
setl_000000607,pay_000000607,1999.75,40.00,7.20,0.00,1952.55,INR,2026-08-27,HDFC3119423746,processed
setl_000000608,pay_000000608,1999.70,39.99,7.20,0.00,1952.51,INR,2026-08-21,KKBK3577418939,processed
setl_000000609,pay_000000609,3499.04,69.98,12.60,0.00,3416.46,INR,2026-08-19,ICICI9826432406,processed
setl_000000610,pay_000000610,4999.22,99.98,18.00,0.00,4881.24,INR,2026-08-19,HDFC1210588114,processed
setl_000000611,pay_000000611,2000.41,40.01,7.20,0.00,1953.20,INR,2026-08-22,KKBK1153931824,processed
setl_000000612,pay_000000612,7500.17,150.00,27.00,0.00,7323.17,INR,2026-08-18,KKBK5573821760,processed
setl_000000613,pay_000000613,899.73,17.99,3.24,0.00,878.50,INR,2026-08-28,ICICI3628750833,processed
setl_000000614,pay_000000614,3499.33,69.99,12.60,0.00,3416.74,INR,2026-08-25,KKBK6528427385,processed
setl_000000615,pay_000000615,12000.93,240.02,43.20,0.00,11717.71,INR,2026-08-27,KKBK7711463369,processed
setl_000000616,pay_000000616,499.59,9.99,1.80,0.00,487.80,INR,2026-08-27,ICICI1006789986,processed
setl_000000617,pay_000000617,3499.44,69.99,12.60,0.00,3416.85,INR,2026-08-25,SBIN2778293161,processed
setl_000000618,pay_000000618,2000.64,40.01,7.20,0.00,1953.43,INR,2026-08-25,AXIS5586320975,processed
setl_000000619,pay_000000619,499.22,9.98,1.80,0.00,487.44,INR,2026-08-20,AXIS6761104130,processed
setl_000000620,pay_000000620,499.82,10.00,1.80,0.00,488.02,INR,2026-08-19,SBIN9229857657,processed
setl_000000621,pay_000000621,3499.71,69.99,12.60,0.00,3417.12,INR,2026-08-25,SBIN7532959755,processed
setl_000000622,pay_000000622,499.43,9.99,1.80,0.00,487.64,INR,2026-08-23,AXIS5936227006,processed
setl_000000623,pay_000000623,499.34,9.99,1.80,0.00,487.55,INR,2026-08-23,SBIN8979273911,processed
setl_000000624,pay_000000624,899.47,17.99,3.24,0.00,878.24,INR,2026-08-29,AXIS2298447203,processed
setl_000000625,pay_000000625,7500.64,150.01,27.00,0.00,7323.63,INR,2026-08-19,SBIN3173230664,processed
setl_000000626,pay_000000626,1999.92,40.00,7.20,0.00,1952.72,INR,2026-08-17,ICICI5263701409,processed
setl_000000627,pay_000000627,7500.05,150.00,27.00,0.00,7323.05,INR,2026-08-18,HDFC5668955416,processed
setl_000000628,pay_000000628,1999.24,39.98,7.20,0.00,1952.06,INR,2026-08-21,AXIS6196247660,processed
setl_000000629,pay_000000629,1250.35,25.01,4.50,0.00,1220.84,INR,2026-08-18,HDFC2171040915,processed
setl_000000630,pay_000000630,2000.18,40.00,7.20,0.00,1952.98,INR,2026-08-28,AXIS7654474836,processed
setl_000000631,pay_000000631,1250.03,25.00,4.50,0.00,1220.53,INR,2026-08-24,AXIS2905452099,processed
setl_000000632,pay_000000632,1250.90,25.02,4.50,0.00,1221.38,INR,2026-08-26,HDFC7126623737,processed
setl_000000633,pay_000000633,1250.11,25.00,4.50,0.00,1220.61,INR,2026-08-30,AXIS8578161787,processed
setl_000000634,pay_000000634,1999.18,39.98,7.20,0.00,1952.00,INR,2026-08-30,SBIN3020979143,processed
setl_000000635,pay_000000635,7500.62,150.01,27.00,0.00,7323.61,INR,2026-08-17,AXIS9084863137,processed
setl_000000636,pay_000000636,2000.98,40.02,7.20,0.00,1953.76,INR,2026-08-22,SBIN4632538452,processed
setl_000000637,pay_000000637,3499.71,69.99,12.60,0.00,3417.12,INR,2026-08-27,SBIN4422048585,processed
setl_000000638,pay_000000638,1999.79,40.00,7.20,0.00,1952.59,INR,2026-08-20,SBIN7831299927,processed
setl_000000639,pay_000000639,3499.69,69.99,12.60,0.00,3417.10,INR,2026-08-28,AXIS9504916685,processed
setl_000000640,pay_000000640,899.75,18.00,3.24,0.00,878.51,INR,2026-08-26,KKBK8888773421,processed
setl_000000641,pay_000000641,899.87,18.00,3.24,0.00,878.63,INR,2026-08-30,ICICI2742870683,processed
setl_000000642,pay_000000642,1250.74,25.01,4.50,0.00,1221.23,INR,2026-08-29,HDFC1388836304,processed
setl_000000643,pay_000000643,7500.25,150.00,27.00,0.00,7323.25,INR,2026-08-20,ICICI6546964238,processed
setl_000000644,pay_000000644,3499.11,69.98,12.60,0.00,3416.53,INR,2026-08-26,AXIS9317962158,processed
setl_000000645,pay_000000645,12000.06,240.00,43.20,0.00,11716.86,INR,2026-08-17,AXIS5563018598,processed
setl_000000646,pay_000000646,1999.55,39.99,7.20,0.00,1952.36,INR,2026-08-28,AXIS4718065741,processed
setl_000000647,pay_000000647,12000.27,240.01,43.20,0.00,11717.06,INR,2026-08-27,SBIN6933776673,processed
setl_000000648,pay_000000648,2000.85,40.02,7.20,0.00,1953.63,INR,2026-08-19,SBIN2792012815,processed
setl_000000649,pay_000000649,899.17,17.98,3.24,0.00,877.95,INR,2026-08-27,ICICI5252952412,processed
setl_000000650,pay_000000650,1250.58,25.01,4.50,0.00,1221.07,INR,2026-08-25,KKBK9290622669,processed
setl_000000651,pay_000000651,499.73,9.99,1.80,0.00,487.94,INR,2026-08-24,ICICI6092933720,processed
setl_000000652,pay_000000652,499.04,9.98,1.80,0.00,487.26,INR,2026-08-26,KKBK7770381816,processed
setl_000000653,pay_000000653,12000.96,240.02,43.20,0.00,11717.74,INR,2026-08-29,SBIN1343868435,processed
setl_000000654,pay_000000654,7500.80,150.02,27.00,0.00,7323.78,INR,2026-08-28,KKBK1379874179,processed
setl_000000655,pay_000000655,7500.58,150.01,27.00,0.00,7323.57,INR,2026-08-25,KKBK4343748592,processed
setl_000000656,pay_000000656,499.88,10.00,1.80,0.00,488.08,INR,2026-08-26,AXIS2242140808,processed
setl_000000657,pay_000000657,499.84,10.00,1.80,0.00,488.04,INR,2026-08-21,SBIN3483097086,processed
setl_000000658,pay_000000658,2000.32,40.01,7.20,0.00,1953.11,INR,2026-08-19,ICICI3171518770,processed
setl_000000659,pay_000000659,1250.75,25.02,4.50,0.00,1221.23,INR,2026-08-28,HDFC4184414029,processed
setl_000000660,pay_000000660,7500.23,150.00,27.00,0.00,7323.23,INR,2026-08-29,ICICI4009805180,processed
setl_000000661,pay_000000661,1250.63,25.01,4.50,0.00,1221.12,INR,2026-08-29,HDFC5154717862,processed
setl_000000662,pay_000000662,3499.06,69.98,12.60,0.00,3416.48,INR,2026-08-27,SBIN1718476143,processed
setl_000000663,pay_000000663,2000.60,40.01,7.20,0.00,1953.39,INR,2026-08-28,SBIN7007563175,processed
setl_000000664,pay_000000664,1250.67,25.01,4.50,0.00,1221.16,INR,2026-08-30,SBIN7333314020,processed
setl_000000665,pay_000000665,899.68,17.99,3.24,0.00,878.45,INR,2026-08-27,SBIN5105433614,processed
setl_000000666,pay_000000666,2000.83,40.02,7.20,0.00,1953.61,INR,2026-08-26,AXIS4445922559,processed
setl_000000667,pay_000000667,12000.43,240.01,43.20,0.00,11717.22,INR,2026-08-27,KKBK4309260670,processed
setl_000000668,pay_000000668,899.67,17.99,3.24,0.00,878.44,INR,2026-08-18,HDFC5346341182,processed
setl_000000669,pay_000000669,499.03,9.98,1.80,0.00,487.25,INR,2026-08-26,AXIS2081885552,processed
setl_000000670,pay_000000670,1250.48,25.01,4.50,100.00,1120.97,INR,2026-08-27,HDFC1515297776,processed
setl_000000671,pay_000000671,899.81,18.00,3.24,0.00,878.57,INR,2026-08-24,AXIS6560129869,processed
setl_000000672,pay_000000672,899.35,17.99,3.24,0.00,878.12,INR,2026-08-29,AXIS2105252271,processed
setl_000000673,pay_000000673,1250.56,25.01,4.50,0.00,1221.05,INR,2026-08-18,HDFC8785920419,processed
setl_000000674,pay_000000674,899.18,17.98,3.24,0.00,877.96,INR,2026-08-25,ICICI8067296442,processed
setl_000000675,pay_000000675,899.09,17.98,3.24,0.00,877.87,INR,2026-08-26,AXIS1443614797,processed
setl_000000676,pay_000000676,4999.34,99.99,18.00,0.00,4881.35,INR,2026-08-19,ICICI9752437379,processed
setl_000000677,pay_000000677,7500.55,150.01,27.00,0.00,7323.54,INR,2026-08-23,KKBK8606346821,processed
setl_000000678,pay_000000678,3499.87,70.00,12.60,0.00,3417.27,INR,2026-08-21,SBIN9553862785,processed
setl_000000679,pay_000000679,1999.22,39.98,7.20,0.00,1952.04,INR,2026-08-25,AXIS8587094479,processed
setl_000000680,pay_000000680,3499.62,69.99,12.60,0.00,3417.03,INR,2026-08-18,SBIN4850269395,processed
setl_000000681,pay_000000681,1999.62,39.99,7.20,0.00,1952.43,INR,2026-08-23,ICICI9698874738,processed
setl_000000682,pay_000000682,3499.07,69.98,12.60,0.00,3416.49,INR,2026-08-22,SBIN1070516000,processed
setl_000000683,pay_000000683,899.04,17.98,3.24,0.00,877.82,INR,2026-08-28,KKBK3488270884,processed
setl_000000684,pay_000000684,1250.01,25.00,4.50,0.00,1220.51,INR,2026-08-19,KKBK1196716790,processed
setl_000000685,pay_000000685,899.14,17.98,3.24,0.00,877.92,INR,2026-08-24,HDFC3538508163,processed
setl_000000686,pay_000000686,4999.41,99.99,18.00,0.00,4881.42,INR,2026-08-18,ICICI7125531606,processed
setl_000000687,pay_000000687,1250.42,25.01,4.50,0.00,1220.91,INR,2026-08-18,ICICI4282333775,processed
setl_000000688,pay_000000688,12000.21,240.00,43.20,0.00,11717.01,INR,2026-08-24,ICICI8285534922,processed
setl_000000689,pay_000000689,7500.10,150.00,27.00,0.00,7323.10,INR,2026-08-17,KKBK1677546830,processed
setl_000000690,pay_000000690,4999.88,100.00,18.00,0.00,4881.88,INR,2026-08-29,KKBK9104238818,processed
setl_000000691,pay_000000691,4999.30,99.99,18.00,0.00,4881.31,INR,2026-08-19,AXIS7541608271,processed
setl_000000692,pay_000000692,2000.44,40.01,7.20,0.00,1953.23,INR,2026-08-23,SBIN9967982724,processed
setl_000000693,pay_000000693,3499.97,70.00,12.60,0.00,3417.37,INR,2026-08-25,KKBK5195287460,processed
setl_000000694,pay_000000694,1999.14,39.98,7.20,0.00,1951.96,INR,2026-08-29,ICICI2187243159,processed
setl_000000695,pay_000000695,3499.36,69.99,12.60,0.00,3416.77,INR,2026-08-20,ICICI1185180108,processed
setl_000000696,pay_000000696,499.68,9.99,1.80,0.00,487.89,INR,2026-08-19,SBIN1186047172,processed
setl_000000697,pay_000000697,4999.25,99.98,18.00,0.00,4881.27,INR,2026-08-28,HDFC7785025154,processed
setl_000000698,pay_000000698,899.30,17.99,3.24,0.00,878.07,INR,2026-08-28,HDFC2400727238,processed
setl_000000699,pay_000000699,7500.06,150.00,27.00,0.00,7323.06,INR,2026-08-23,ICICI5610775014,processed
setl_000000700,pay_000000700,1999.80,40.00,7.20,0.00,1952.60,INR,2026-08-22,AXIS5880820657,processed
setl_000000701,pay_000000701,1250.14,25.00,4.50,0.00,1220.64,INR,2026-08-30,KKBK5551169498,processed
setl_000000702,pay_000000702,12000.29,240.01,43.20,0.00,11717.08,INR,2026-08-18,AXIS4889428336,processed
setl_000000703,pay_000000703,7500.35,150.01,27.00,0.00,7323.34,INR,2026-08-17,ICICI7835787787,processed
setl_000000704,pay_000000704,1250.73,25.01,4.50,0.00,1221.22,INR,2026-08-17,SBIN3488791944,processed
setl_000000706,pay_000000706,4999.27,99.99,18.00,0.00,4881.28,INR,2026-08-19,KKBK4234448365,processed
setl_000000707,pay_000000707,2000.20,40.00,7.20,0.00,1953.00,INR,2026-08-28,HDFC5363386823,processed
setl_000000708,pay_000000708,4999.23,99.98,18.00,0.00,4881.25,INR,2026-08-29,SBIN4315006135,processed
setl_000000709,pay_000000709,12000.04,240.00,43.20,0.00,11716.84,INR,2026-08-21,HDFC8261718697,processed
setl_000000710,pay_000000710,899.79,18.00,3.24,0.00,878.55,INR,2026-08-22,KKBK4412260278,processed
setl_000000711,pay_000000711,7500.79,150.02,27.00,0.00,7323.77,INR,2026-08-17,HDFC6939746472,processed
setl_000000712,pay_000000712,1250.42,25.01,4.50,0.00,1220.91,INR,2026-08-20,HDFC4322481528,processed
setl_000000713,pay_000000713,1999.41,39.99,7.20,0.00,1952.22,INR,2026-08-22,KKBK4018690355,processed
setl_000000714,pay_000000714,7500.62,150.01,27.00,0.00,7323.61,INR,2026-08-25,HDFC6896190289,processed
setl_000000715,pay_000000715,3499.86,70.00,12.60,0.00,3417.26,INR,2026-08-28,KKBK6550233140,processed
setl_000000716,pay_000000716,2000.09,40.00,7.20,0.00,1952.89,INR,2026-08-18,SBIN4856648111,processed
setl_000000717,pay_000000717,4999.87,100.00,18.00,0.00,4881.87,INR,2026-08-25,SBIN5392421278,processed
setl_000000718,pay_000000718,899.02,17.98,3.24,0.00,877.80,INR,2026-08-30,HDFC2252055106,processed
setl_000000719,pay_000000719,7500.75,150.02,27.00,0.00,7323.73,INR,2026-08-27,AXIS8674352222,processed
setl_000000720,pay_000000720,1250.33,25.01,4.50,0.00,1220.82,INR,2026-08-20,KKBK8685192265,processed
setl_000000721,pay_000000721,2000.58,40.01,7.20,0.00,1953.37,INR,2026-08-19,HDFC5932075590,processed
setl_000000722,pay_000000722,1250.30,25.01,4.50,0.00,1220.79,INR,2026-08-18,AXIS4412168053,processed
setl_000000723,pay_000000723,12000.90,240.02,43.20,0.00,11717.68,INR,2026-08-17,AXIS1792406808,processed
