bank_transaction_id,settlement_id,utr,credit_amount,currency,value_date,narration
bnk_000000460,setl_000000460,HDFC1375899416,487.44,INR,2026-08-29,NEFT CR RAZORPAY HDFC1375899416
bnk_000000461,setl_000000461,ICICI9207624837,4881.50,INR,2026-08-24,NEFT CR RAZORPAY ICICI9207624837
bnk_000000462,setl_000000462,SBIN3891796055,11716.80,INR,2026-08-27,NEFT CR RAZORPAY SBIN3891796055
bnk_000000463,setl_000000463,HDFC3159668272,1953.65,INR,2026-08-21,NEFT CR RAZORPAY HDFC3159668272
bnk_000000464,setl_000000464,SBIN6933126143,487.81,INR,2026-08-19,NEFT CR RAZORPAY SBIN6933126143
bnk_000000465,setl_000000465,KKBK3723205427,1953.64,INR,2026-08-29,NEFT CR RAZORPAY KKBK3723205427
bnk_000000466,setl_000000466,KKBK1607196157,487.22,INR,2026-08-26,NEFT CR RAZORPAY KKBK1607196157
bnk_000000467,setl_000000467,AXIS6204370540,11716.98,INR,2026-08-19,NEFT CR RAZORPAY AXIS6204370540
bnk_000000468,setl_000000468,ICICI7652264884,11716.89,INR,2026-08-21,NEFT CR RAZORPAY ICICI7652264884
bnk_000000469,setl_000000469,KKBK6715961218,1221.33,INR,2026-08-27,NEFT CR RAZORPAY KKBK6715961218
bnk_000000470,setl_000000470,ICICI6659847491,7323.41,INR,2026-08-26,NEFT CR RAZORPAY ICICI6659847491
bnk_000000471,setl_000000471,AXIS8764011369,4881.23,INR,2026-08-17,NEFT CR RAZORPAY AXIS8764011369
bnk_000000472,setl_000000472,SBIN2543980627,3417.02,INR,2026-08-24,NEFT CR RAZORPAY SBIN2543980627
bnk_000000473,setl_000000473,HDFC3605446007,1952.97,INR,2026-08-25,NEFT CR RAZORPAY HDFC3605446007
bnk_000000474,setl_000000474,HDFC3712815143,4881.98,INR,2026-08-26,NEFT CR RAZORPAY HDFC3712815143
bnk_000000475,setl_000000475,KKBK7612862866,1220.95,INR,2026-08-23,NEFT CR RAZORPAY KKBK7612862866
bnk_000000476,setl_000000476,KKBK3192202822,4881.47,INR,2026-08-25,NEFT CR RAZORPAY KKBK3192202822
bnk_000000477,setl_000000477,KKBK3938451957,11716.97,INR,2026-08-24,NEFT CR RAZORPAY KKBK3938451957
bnk_000000478,setl_000000478,SBIN9328694308,487.49,INR,2026-08-29,NEFT CR RAZORPAY SBIN9328694308
bnk_000000479,setl_000000479,ICICI9773795424,1952.47,INR,2026-08-29,NEFT CR RAZORPAY ICICI9773795424
bnk_000000480,setl_000000480,HDFC8080359881,478.66,INR,2026-08-25,NEFT CR RAZORPAY HDFC8080359881
bnk_000000481,setl_000000481,KKBK6041646576,4881.47,INR,2026-08-26,NEFT CR RAZORPAY KKBK6041646576
bnk_000000482,setl_000000482,SBIN7038046278,3417.03,INR,2026-08-29,NEFT CR RAZORPAY SBIN7038046278
bnk_000000483,setl_000000483,ICICI2889350539,1951.91,INR,2026-08-25,NEFT CR RAZORPAY ICICI2889350539
bnk_000000484,setl_000000484,ICICI6284297249,3417.32,INR,2026-08-18,NEFT CR RAZORPAY ICICI6284297249
bnk_000000485,setl_000000485,KKBK8874242713,487.52,INR,2026-08-17,NEFT CR RAZORPAY KKBK8874242713
bnk_000000486,setl_000000486,KKBK3457877922,487.43,INR,2026-08-21,NEFT CR RAZORPAY KKBK3457877922
bnk_000000487,setl_000000487,KKBK3738568701,1952.90,INR,2026-08-20,NEFT CR RAZORPAY KKBK3738568701
bnk_000000488,setl_000000488,ICICI4296344958,11717.12,INR,2026-08-19,NEFT CR RAZORPAY ICICI4296344958
bnk_000000489,setl_000000489,HDFC6282009986,4881.18,INR,2026-08-18,NEFT CR RAZORPAY HDFC6282009986
bnk_000000490,setl_000000490,KKBK1413599241,7323.76,INR,2026-08-26,NEFT CR RAZORPAY KKBK1413599241
bnk_000000491,setl_000000491,ICICI7101791420,488.09,INR,2026-08-25,NEFT CR RAZORPAY ICICI7101791420
bnk_000000492,setl_000000492,SBIN3474420092,4881.19,INR,2026-08-21,NEFT CR RAZORPAY SBIN3474420092
bnk_000000493,setl_000000493,HDFC7050091525,1801.82,INR,2026-08-28,NEFT CR RAZORPAY HDFC7050091525
bnk_000000494,setl_000000494,ICICI6651754819,3416.55,INR,2026-08-19,NEFT CR RAZORPAY ICICI6651754819
bnk_000000495,setl_000000495,KKBK8218146534,1952.33,INR,2026-08-25,NEFT CR RAZORPAY KKBK8218146534
bnk_000000496,setl_000000496,KKBK7372701375,1953.52,INR,2026-08-22,NEFT CR RAZORPAY KKBK7372701375
bnk_000000497,setl_000000497,HDFC4211837506,7323.87,INR,2026-08-19,NEFT CR RAZORPAY HDFC4211837506
bnk_000000498,setl_000000498,KKBK1223565082,4881.81,INR,2026-08-17,NEFT CR RAZORPAY KKBK1223565082
bnk_000000499,setl_000000499,KKBK2869931869,878.10,INR,2026-08-20,NEFT CR RAZORPAY KKBK2869931869
bnk_000000500,setl_000000500,SBIN7532669066,488.19,INR,2026-08-30,NEFT CR RAZORPAY SBIN7532669066
bnk_000000501,setl_000000501,ICICI7520418699,1951.86,INR,2026-08-29,NEFT CR RAZORPAY ICICI7520418699
bnk_000000502,setl_000000502,HDFC2545071541,487.42,INR,2026-08-18,NEFT CR RAZORPAY HDFC2545071541
bnk_000000503,setl_000000503,SBIN9655933303,877.89,INR,2026-08-25,NEFT CR RAZORPAY SBIN9655933303
bnk_000000504,setl_000000504,AXIS5136298935,7323.50,INR,2026-08-26,NEFT CR RAZORPAY AXIS5136298935
bnk_000000505,setl_000000505,HDFC3399300652,11717.16,INR,2026-08-22,NEFT CR RAZORPAY HDFC3399300652
bnk_000000506,setl_000000506,KKBK8626138802,7323.73,INR,2026-08-30,NEFT CR RAZORPAY KKBK8626138802
bnk_000000507,setl_000000507,SBIN5270048042,1952.21,INR,2026-08-23,NEFT CR RAZORPAY SBIN5270048042
bnk_000000508,setl_000000508,AXIS6361225622,878.28,INR,2026-08-27,NEFT CR RAZORPAY AXIS6361225622
bnk_000000509,setl_000000509,AXIS7759044245,1221.43,INR,2026-08-27,NEFT CR RAZORPAY AXIS7759044245
bnk_000000510,setl_000000510,ICICI9043367776,1952.10,INR,2026-08-20,NEFT CR RAZORPAY ICICI9043367776
bnk_000000511,setl_000000511,HDFC9927036153,7323.76,INR,2026-08-17,NEFT CR RAZORPAY HDFC9927036153
bnk_000000512,setl_000000512,AXIS9026301048,7323.23,INR,2026-08-29,NEFT CR RAZORPAY AXIS9026301048
bnk_000000513,setl_000000513,KKBK1550812184,11717.33,INR,2026-08-24,NEFT CR RAZORPAY KKBK1550812184
bnk_000000514,setl_000000514,ICICI7520641417,3417.28,INR,2026-08-17,NEFT CR RAZORPAY ICICI7520641417
bnk_000000515,setl_000000515,HDFC6692705133,1953.03,INR,2026-08-25,NEFT CR RAZORPAY HDFC6692705133
bnk_000000516,setl_000000516,KKBK6768555384,1221.12,INR,2026-08-23,NEFT CR RAZORPAY KKBK6768555384
bnk_000000517,setl_000000517,SBIN6495967005,1221.22,INR,2026-08-19,NEFT CR RAZORPAY SBIN6495967005
bnk_000000518,setl_000000518,AXIS4453529865,11717.34,INR,2026-08-30,NEFT CR RAZORPAY AXIS4453529865
bnk_000000519,setl_000000519,ICICI1041842844,4881.64,INR,2026-08-19,NEFT CR RAZORPAY ICICI1041842844
bnk_000000520,setl_000000520,AXIS5499877198,878.64,INR,2026-08-19,NEFT CR RAZORPAY AXIS5499877198
bnk_000000521,setl_000000521,HDFC6732306182,3416.87,INR,2026-08-25,NEFT CR RAZORPAY HDFC6732306182
bnk_000000522,setl_000000522,SBIN5815678365,1952.54,INR,2026-08-26,NEFT CR RAZORPAY SBIN5815678365
bnk_000000523,setl_000000523,AXIS6820149016,11717.35,INR,2026-08-29,NEFT CR RAZORPAY AXIS6820149016
bnk_000000524,setl_000000524,SBIN6744039057,4881.11,INR,2026-08-18,NEFT CR RAZORPAY SBIN6744039057
bnk_000000525,setl_000000525,AXIS8346255879,4881.35,INR,2026-08-24,NEFT CR RAZORPAY AXIS8346255879
bnk_000000526,setl_000000526,ICICI4668811953,1221.41,INR,2026-08-20,NEFT CR RAZORPAY ICICI4668811953
bnk_000000527,setl_000000527,SBIN1442421654,878.37,INR,2026-08-25,NEFT CR RAZORPAY SBIN1442421654
bnk_000000528,setl_000000528,HDFC5741336386,1220.60,INR,2026-08-27,NEFT CR RAZORPAY HDFC5741336386
bnk_000000529,setl_000000529,AXIS1542934161,11717.01,INR,2026-08-17,NEFT CR RAZORPAY AXIS1542934161
bnk_000000530,setl_000000530,AXIS9006854740,7323.68,INR,2026-08-21,NEFT CR RAZORPAY AXIS9006854740
bnk_000000531,setl_000000531,KKBK7861571879,4763.69,INR,2026-08-27,NEFT CR RAZORPAY KKBK7861571879
bnk_000000532,setl_000000532,SBIN3317856944,478.33,INR,2026-08-21,NEFT CR RAZORPAY SBIN3317856944
bnk_000000533,setl_000000533,HDFC5880373288,1953.39,INR,2026-08-25,NEFT CR RAZORPAY HDFC5880373288
bnk_000000534,setl_000000534,SBIN2286817379,4681.38,INR,2026-08-26,NEFT CR RAZORPAY SBIN2286817379
bnk_000000535,setl_000000535,KKBK7172324849,1952.02,INR,2026-08-28,NEFT CR RAZORPAY KKBK7172324849
bnk_000000536,setl_000000536,HDFC8235474949,1953.61,INR,2026-08-28,NEFT CR RAZORPAY HDFC8235474949
bnk_000000537,setl_000000537,HDFC1783432867,1952.94,INR,2026-08-27,NEFT CR RAZORPAY HDFC1783432867
bnk_000000538,setl_000000538,KKBK3113106808,3416.44,INR,2026-08-19,NEFT CR RAZORPAY KKBK3113106808
bnk_000000539,setl_000000539,HDFC6506640008,1221.39,INR,2026-08-24,NEFT CR RAZORPAY HDFC6506640008
bnk_000000540,setl_000000540,SBIN6227783030,4881.40,INR,2026-08-29,NEFT CR RAZORPAY SBIN6227783030
bnk_000000541,setl_000000541,HDFC2418407139,1220.57,INR,2026-08-21,NEFT CR RAZORPAY HDFC2418407139
bnk_000000542,setl_000000542,AXIS8805032417,487.37,INR,2026-08-29,NEFT CR RAZORPAY AXIS8805032417
bnk_000000543,setl_000000543,HDFC6150438341,878.43,INR,2026-08-27,NEFT CR RAZORPAY HDFC6150438341
bnk_000000544,setl_000000544,AXIS9315981171,1221.28,INR,2026-08-28,NEFT CR RAZORPAY AXIS9315981171
bnk_000000545,setl_000000545,AXIS6148478789,488.05,INR,2026-08-20,NEFT CR RAZORPAY AXIS6148478789
bnk_000000546,setl_000000546,ICICI8706848089,878.27,INR,2026-08-29,NEFT CR RAZORPAY ICICI8706848089
bnk_000000547,setl_000000547,SBIN5960652625,878.08,INR,2026-08-19,NEFT CR RAZORPAY SBIN5960652625
bnk_000000548,setl_000000548,HDFC5551699520,721.37,INR,2026-08-25,NEFT CR RAZORPAY HDFC5551699520
bnk_000000549,setl_000000549,KKBK8544958420,7323.91,INR,2026-08-20,NEFT CR RAZORPAY KKBK8544958420
bnk_000000550,setl_000000550,ICICI5464569299,7323.70,INR,2026-08-21,NEFT CR RAZORPAY ICICI5464569299
bnk_000000551,setl_000000551,ICICI7629799769,3417.33,INR,2026-08-24,NEFT CR RAZORPAY ICICI7629799769
bnk_000000552,setl_000000552,ICICI7225057758,1953.48,INR,2026-08-22,NEFT CR RAZORPAY ICICI7225057758
bnk_000000553,setl_000000553,HDFC3663727197,3417.32,INR,2026-08-18,NEFT CR RAZORPAY HDFC3663727197
bnk_000000554,setl_000000554,SBIN6510997463,4881.82,INR,2026-08-22,NEFT CR RAZORPAY SBIN6510997463
bnk_000000555,setl_000000555,ICICI1134319747,878.39,INR,2026-08-20,NEFT CR RAZORPAY ICICI1134319747
bnk_000000556,setl_000000556,KKBK7830290429,487.67,INR,2026-08-20,NEFT CR RAZORPAY KKBK7830290429
bnk_000000557,setl_000000557,ICICI8111389362,878.36,INR,2026-08-29,NEFT CR RAZORPAY ICICI8111389362
bnk_000000558,setl_000000558,SBIN8825544304,487.98,INR,2026-08-21,NEFT CR RAZORPAY SBIN8825544304
bnk_000000559,setl_000000559,HDFC5057041081,11716.92,INR,2026-08-18,NEFT CR RAZORPAY HDFC5057041081
bnk_000000560,setl_000000560,KKBK3821263164,1221.20,INR,2026-08-28,NEFT CR RAZORPAY KKBK3821263164
bnk_000000561,setl_000000561,KKBK8152161448,877.99,INR,2026-08-29,NEFT CR RAZORPAY KKBK8152161448
bnk_000000562,setl_000000562,ICICI7871585740,3416.81,INR,2026-08-25,NEFT CR RAZORPAY ICICI7871585740
bnk_000000563,setl_000000563,SBIN3343446878,4881.98,INR,2026-08-25,NEFT CR RAZORPAY SBIN3343446878
bnk_000000564,setl_000000564,SBIN9590774810,487.57,INR,2026-08-26,NEFT CR RAZORPAY SBIN9590774810
bnk_000000565,setl_000000565,AXIS5323180209,1952.08,INR,2026-08-30,NEFT CR RAZORPAY AXIS5323180209
bnk_000000566,setl_000000566,KKBK1664494972,87.79,INR,2026-08-22,NEFT CR RAZORPAY KKBK1664494972
bnk_000000567,setl_000000567,ICICI6295669542,1952.91,INR,2026-08-26,NEFT CR RAZORPAY ICICI6295669542
bnk_000000568,setl_000000568,AXIS8700464894,1221.11,INR,2026-08-30,NEFT CR RAZORPAY AXIS8700464894
bnk_000000569,setl_000000569,AXIS9750444358,4881.12,INR,2026-08-29,NEFT CR RAZORPAY AXIS9750444358
bnk_000000570,setl_000000570,SBIN4727306207,1952.75,INR,2026-08-27,NEFT CR RAZORPAY SBIN4727306207
bnk_000000571,setl_000000571,SBIN5527445083,11716.85,INR,2026-08-22,NEFT CR RAZORPAY SBIN5527445083
bnk_000000572,setl_000000572,ICICI1657978181,4881.58,INR,2026-08-29,NEFT CR RAZORPAY ICICI1657978181
bnk_000000573,setl_000000573,AXIS8672393427,1220.66,INR,2026-08-22,NEFT CR RAZORPAY AXIS8672393427
bnk_000000574,setl_000000574,AXIS5660378755,11717.34,INR,2026-08-29,NEFT CR RAZORPAY AXIS5660378755
bnk_000000575,setl_000000575,ICICI7390314766,1952.52,INR,2026-08-26,NEFT CR RAZORPAY ICICI7390314766
bnk_000000576,setl_000000576,SBIN1384806111,4881.55,INR,2026-08-22,NEFT CR RAZORPAY SBIN1384806111
bnk_000000577,setl_000000577,HDFC8600723288,1220.93,INR,2026-08-26,NEFT CR RAZORPAY HDFC8600723288
bnk_000000578,setl_000000578,ICICI2605548088,877.92,INR,2026-08-28,NEFT CR RAZORPAY ICICI2605548088
bnk_000000579,setl_000000579,AXIS5353951329,878.16,INR,2026-08-24,NEFT CR RAZORPAY AXIS5353951329
bnk_000000580,setl_000000580,KKBK1909997553,11717.45,INR,2026-08-29,NEFT CR RAZORPAY KKBK1909997553
bnk_000000581,setl_000000581,ICICI3870157362,4881.75,INR,2026-08-27,NEFT CR RAZORPAY ICICI3870157362
bnk_000000582,setl_000000582,AXIS2165144965,7323.81,INR,2026-08-17,NEFT CR RAZORPAY AXIS2165144965
bnk_000000583,setl_000000583,AXIS4712064103,487.58,INR,2026-08-30,NEFT CR RAZORPAY AXIS4712064103
bnk_000000584,setl_000000584,KKBK6649840375,11716.61,INR,2026-08-19,NEFT CR RAZORPAY KKBK6649840375
bnk_000000585,setl_000000585,KKBK6604621025,7323.49,INR,2026-08-28,NEFT CR RAZORPAY KKBK6604621025
bnk_000000586,setl_000000586,AXIS7980313867,1952.45,INR,2026-08-21,NEFT CR RAZORPAY AXIS7980313867
bnk_000000587,setl_000000587,HDFC9371391276,1952.01,INR,2026-08-22,NEFT CR RAZORPAY HDFC9371391276
bnk_000000588,setl_000000588,SBIN3948595172,4881.31,INR,2026-08-26,NEFT CR RAZORPAY SBIN3948595172
bnk_000000589,setl_000000589,AXIS1565956995,971.23,INR,2026-08-25,NEFT CR RAZORPAY AXIS1565956995
bnk_000000590,setl_000000590,KKBK4906542112,4881.98,INR,2026-08-19,NEFT CR RAZORPAY KKBK4906542112
bnk_000000591,setl_000000591,KKBK4089973470,1220.89,INR,2026-08-30,NEFT CR RAZORPAY KKBK4089973470
bnk_000000592,setl_000000592,SBIN9423273485,1953.35,INR,2026-08-28,NEFT CR RAZORPAY SBIN9423273485
bnk_000000593,setl_000000593,ICICI1458579821,1220.53,INR,2026-08-29,NEFT CR RAZORPAY ICICI1458579821
bnk_000000594,setl_000000594,KKBK1997216402,487.66,INR,2026-08-18,NEFT CR RAZORPAY KKBK1997216402
bnk_000000595,setl_000000595,AXIS6959096557,7323.17,INR,2026-08-19,NEFT CR RAZORPAY AXIS6959096557
bnk_000000596,setl_000000596,HDFC9269680715,4881.29,INR,2026-08-28,NEFT CR RAZORPAY HDFC9269680715
bnk_000000597,setl_000000597,SBIN6354895816,4881.99,INR,2026-08-17,NEFT CR RAZORPAY SBIN6354895816
bnk_000000598,setl_000000598,SBIN4379795093,11716.93,INR,2026-08-24,NEFT CR RAZORPAY SBIN4379795093
bnk_000000599,setl_000000599,ICICI4157531471,11717.28,INR,2026-08-25,NEFT CR RAZORPAY ICICI4157531471
bnk_000000600,setl_000000600,SBIN9093425963,1953.38,INR,2026-08-19,NEFT CR RAZORPAY SBIN9093425963
bnk_000000601,setl_000000601,ICICI8069952132,878.68,INR,2026-08-25,NEFT CR RAZORPAY ICICI8069952132
bnk_000000602,setl_000000602,AXIS2936540028,1221.07,INR,2026-08-26,NEFT CR RAZORPAY AXIS2936540028
bnk_000000603,setl_000000603,AXIS4420882289,877.89,INR,2026-08-18,NEFT CR RAZORPAY AXIS4420882289
bnk_000000604,setl_000000604,SBIN5981731142,11717.27,INR,2026-08-17,NEFT CR RAZORPAY SBIN5981731142
bnk_000000605,setl_000000605,ICICI1621083944,487.74,INR,2026-08-21,NEFT CR RAZORPAY ICICI1621083944
bnk_000000606,setl_000000606,ICICI1871241447,1952.81,INR,2026-08-24,NEFT CR RAZORPAY ICICI1871241447
bnk_000000607,setl_000000607,HDFC3119423746,1952.55,INR,2026-08-27,NEFT CR RAZORPAY HDFC3119423746
bnk_000000608,setl_000000608,KKBK3577418939,1952.51,INR,2026-08-21,NEFT CR RAZORPAY KKBK3577418939
bnk_000000609,setl_000000609,ICICI9826432406,3416.46,INR,2026-08-19,NEFT CR RAZORPAY ICICI9826432406
bnk_000000610,setl_000000610,HDFC1210588114,4881.24,INR,2026-08-19,NEFT CR RAZORPAY HDFC1210588114
bnk_000000611,setl_000000611,KKBK1153931824,1905.99,INR,2026-08-22,NEFT CR RAZORPAY KKBK1153931824
bnk_000000612,setl_000000612,KKBK5573821760,7323.17,INR,2026-08-18,NEFT CR RAZORPAY KKBK5573821760
bnk_000000613,setl_000000613,ICICI3628750833,878.50,INR,2026-08-28,NEFT CR RAZORPAY ICICI3628750833
bnk_000000614,setl_000000614,KKBK6528427385,3416.74,INR,2026-08-25,NEFT CR RAZORPAY KKBK6528427385
bnk_000000615,setl_000000615,KKBK7711463369,11467.71,INR,2026-08-27,NEFT CR RAZORPAY KKBK7711463369
bnk_000000616,setl_000000616,ICICI1006789986,487.80,INR,2026-08-27,NEFT CR RAZORPAY ICICI1006789986
bnk_000000617,setl_000000617,SBIN2778293161,3416.85,INR,2026-08-25,NEFT CR RAZORPAY SBIN2778293161
bnk_000000618,setl_000000618,AXIS5586320975,1953.43,INR,2026-08-25,NEFT CR RAZORPAY AXIS5586320975
bnk_000000619,setl_000000619,AXIS6761104130,487.44,INR,2026-08-20,NEFT CR RAZORPAY AXIS6761104130
bnk_000000620,setl_000000620,SBIN9229857657,-261.98,INR,2026-08-19,NEFT CR RAZORPAY SBIN9229857657
bnk_000000621,setl_000000621,SBIN7532959755,3417.12,INR,2026-08-25,NEFT CR RAZORPAY SBIN7532959755
bnk_000000622,setl_000000622,AXIS5936227006,487.64,INR,2026-08-23,NEFT CR RAZORPAY AXIS5936227006
bnk_000000623,setl_000000623,SBIN8979273911,487.55,INR,2026-08-23,NEFT CR RAZORPAY SBIN8979273911
bnk_000000624,setl_000000624,AXIS2298447203,878.24,INR,2026-08-29,NEFT CR RAZORPAY AXIS2298447203
bnk_000000625,setl_000000625,SBIN3173230664,6573.63,INR,2026-08-19,NEFT CR RAZORPAY SBIN3173230664
bnk_000000626,setl_000000626,ICICI5263701409,1952.72,INR,2026-08-17,NEFT CR RAZORPAY ICICI5263701409
bnk_000000627,setl_000000627,HDFC5668955416,7323.05,INR,2026-08-18,NEFT CR RAZORPAY HDFC5668955416
bnk_000000628,setl_000000628,AXIS6196247660,1952.06,INR,2026-08-21,NEFT CR RAZORPAY AXIS6196247660
bnk_000000629,setl_000000629,HDFC2171040915,1220.84,INR,2026-08-18,NEFT CR RAZORPAY HDFC2171040915
bnk_000000630,setl_000000630,AXIS7654474836,1952.98,INR,2026-08-28,NEFT CR RAZORPAY AXIS7654474836
bnk_000000631,setl_000000631,AXIS2905452099,1220.53,INR,2026-08-24,NEFT CR RAZORPAY AXIS2905452099
bnk_000000632,setl_000000632,HDFC7126623737,1221.38,INR,2026-08-26,NEFT CR RAZORPAY HDFC7126623737
bnk_000000633,setl_000000633,AXIS8578161787,1220.61,INR,2026-08-30,NEFT CR RAZORPAY AXIS8578161787
bnk_000000634,setl_000000634,SBIN3020979143,1952.00,INR,2026-08-30,NEFT CR RAZORPAY SBIN3020979143
bnk_000000635,setl_000000635,AXIS9084863137,7323.61,INR,2026-08-17,NEFT CR RAZORPAY AXIS9084863137
bnk_000000636,setl_000000636,SBIN4632538452,1953.76,INR,2026-08-22,NEFT CR RAZORPAY SBIN4632538452
bnk_000000637,setl_000000637,SBIN4422048585,3417.12,INR,2026-08-27,NEFT CR RAZORPAY SBIN4422048585
bnk_000000638,setl_000000638,SBIN7831299927,1952.59,INR,2026-08-20,NEFT CR RAZORPAY SBIN7831299927
bnk_000000639,setl_000000639,AXIS9504916685,3417.10,INR,2026-08-28,NEFT CR RAZORPAY AXIS9504916685
bnk_000000640,setl_000000640,KKBK8888773421,878.51,INR,2026-08-26,NEFT CR RAZORPAY KKBK8888773421
bnk_000000641,setl_000000641,ICICI2742870683,878.63,INR,2026-08-30,NEFT CR RAZORPAY ICICI2742870683
bnk_000000642,setl_000000642,HDFC1388836304,1221.23,INR,2026-08-29,NEFT CR RAZORPAY HDFC1388836304
bnk_000000643,setl_000000643,ICICI6546964238,7323.25,INR,2026-08-20,NEFT CR RAZORPAY ICICI6546964238
bnk_000000644,setl_000000644,AXIS9317962158,3416.53,INR,2026-08-26,NEFT CR RAZORPAY AXIS9317962158
bnk_000000645,setl_000000645,AXIS5563018598,11716.86,INR,2026-08-17,NEFT CR RAZORPAY AXIS5563018598
bnk_000000646,setl_000000646,AXIS4718065741,1952.36,INR,2026-08-28,NEFT CR RAZORPAY AXIS4718065741
bnk_000000647,setl_000000647,SBIN6933776673,11717.06,INR,2026-08-27,NEFT CR RAZORPAY SBIN6933776673
bnk_000000648,setl_000000648,SBIN2792012815,1953.63,INR,2026-08-19,NEFT CR RAZORPAY SBIN2792012815
bnk_000000649,setl_000000649,ICICI5252952412,877.95,INR,2026-08-27,NEFT CR RAZORPAY ICICI5252952412
bnk_000000650,setl_000000650,KKBK9290622669,1221.07,INR,2026-08-25,NEFT CR RAZORPAY KKBK9290622669
bnk_000000651,setl_000000651,ICICI6092933720,487.94,INR,2026-08-24,NEFT CR RAZORPAY ICICI6092933720
bnk_000000652,setl_000000652,KKBK7770381816,487.26,INR,2026-08-26,NEFT CR RAZORPAY KKBK7770381816
bnk_000000653,setl_000000653,SBIN1343868435,11717.74,INR,2026-08-29,NEFT CR RAZORPAY SBIN1343868435
bnk_000000654,setl_000000654,KKBK1379874179,7323.78,INR,2026-08-28,NEFT CR RAZORPAY KKBK1379874179
bnk_000000655,setl_000000655,KKBK4343748592,7323.57,INR,2026-08-25,NEFT CR RAZORPAY KKBK4343748592
bnk_000000656,setl_000000656,AXIS2242140808,488.08,INR,2026-08-26,NEFT CR RAZORPAY AXIS2242140808
bnk_000000657,setl_000000657,SBIN3483097086,488.04,INR,2026-08-21,NEFT CR RAZORPAY SBIN3483097086
bnk_000000658,setl_000000658,ICICI3171518770,1953.11,INR,2026-08-19,NEFT CR RAZORPAY ICICI3171518770
bnk_000000659,setl_000000659,HDFC4184414029,1221.23,INR,2026-08-28,NEFT CR RAZORPAY HDFC4184414029
bnk_000000660,setl_000000660,ICICI4009805180,7323.23,INR,2026-08-29,NEFT CR RAZORPAY ICICI4009805180
bnk_000000661,setl_000000661,HDFC5154717862,1221.12,INR,2026-08-29,NEFT CR RAZORPAY HDFC5154717862
bnk_000000662,setl_000000662,SBIN1718476143,3416.48,INR,2026-08-27,NEFT CR RAZORPAY SBIN1718476143
bnk_000000663,setl_000000663,SBIN7007563175,1953.39,INR,2026-08-28,NEFT CR RAZORPAY SBIN7007563175
bnk_000000664,setl_000000664,SBIN7333314020,1221.16,INR,2026-08-30,NEFT CR RAZORPAY SBIN7333314020
bnk_000000665,setl_000000665,SBIN5105433614,128.45,INR,2026-08-27,NEFT CR RAZORPAY SBIN5105433614
bnk_000000666,setl_000000666,AXIS4445922559,1953.61,INR,2026-08-26,NEFT CR RAZORPAY AXIS4445922559
bnk_000000667,setl_000000667,KKBK4309260670,11717.22,INR,2026-08-27,NEFT CR RAZORPAY KKBK4309260670
bnk_000000668,setl_000000668,HDFC5346341182,878.44,INR,2026-08-18,NEFT CR RAZORPAY HDFC5346341182
bnk_000000669,setl_000000669,AXIS2081885552,487.25,INR,2026-08-26,NEFT CR RAZORPAY AXIS2081885552
bnk_000000670,setl_000000670,HDFC1515297776,1020.97,INR,2026-08-27,NEFT CR RAZORPAY HDFC1515297776
bnk_000000671,setl_000000671,AXIS6560129869,878.57,INR,2026-08-24,NEFT CR RAZORPAY AXIS6560129869
bnk_000000672,setl_000000672,AXIS2105252271,878.12,INR,2026-08-29,NEFT CR RAZORPAY AXIS2105252271
bnk_000000673,setl_000000673,HDFC8785920419,1221.05,INR,2026-08-18,NEFT CR RAZORPAY HDFC8785920419
bnk_000000674,setl_000000674,ICICI8067296442,877.96,INR,2026-08-25,NEFT CR RAZORPAY ICICI8067296442
bnk_000000675,setl_000000675,AXIS1443614797,127.87,INR,2026-08-26,NEFT CR RAZORPAY AXIS1443614797
bnk_000000676,setl_000000676,ICICI9752437379,4881.35,INR,2026-08-19,NEFT CR RAZORPAY ICICI9752437379
bnk_000000677,setl_000000677,KKBK8606346821,7323.54,INR,2026-08-23,NEFT CR RAZORPAY KKBK8606346821
bnk_000000678,setl_000000678,SBIN9553862785,3417.27,INR,2026-08-21,NEFT CR RAZORPAY SBIN9553862785
bnk_000000679,setl_000000679,AXIS8587094479,1952.04,INR,2026-08-25,NEFT CR RAZORPAY AXIS8587094479
bnk_000000680,setl_000000680,SBIN4850269395,3417.03,INR,2026-08-18,NEFT CR RAZORPAY SBIN4850269395
bnk_000000681,setl_000000681,ICICI9698874738,1952.43,INR,2026-08-23,NEFT CR RAZORPAY ICICI9698874738
bnk_000000682,setl_000000682,SBIN1070516000,3416.49,INR,2026-08-22,NEFT CR RAZORPAY SBIN1070516000
bnk_000000683,setl_000000683,KKBK3488270884,877.82,INR,2026-08-28,NEFT CR RAZORPAY KKBK3488270884
bnk_000000684,setl_000000684,KKBK1196716790,1220.51,INR,2026-08-19,NEFT CR RAZORPAY KKBK1196716790
bnk_000000685,setl_000000685,HDFC3538508163,877.92,INR,2026-08-24,NEFT CR RAZORPAY HDFC3538508163
bnk_000000686,setl_000000686,ICICI7125531606,4881.42,INR,2026-08-18,NEFT CR RAZORPAY ICICI7125531606
bnk_000000687,setl_000000687,ICICI4282333775,1220.91,INR,2026-08-18,NEFT CR RAZORPAY ICICI4282333775
bnk_000000688,setl_000000688,ICICI8285534922,11717.01,INR,2026-08-24,NEFT CR RAZORPAY ICICI8285534922
